,EDAD
2997,75
2998,37
2999,60
3000,43
3001,43
3002,60
3003,71
3004,18
3005,79
3006,57
3007,23
3008,66
3009,67
3010,42
3011,38
3012,82
3013,26
3014,40
3015,51
3016,47
3017,80
3018,56
3019,48
3020,21
3021,46
3022,55
3023,52
3024,53
3025,49
3026,41
3027,69
3028,42
3029,67
3030,46
3031,23
3032,28
3033,60
3034,42
3035,60
3036,18
3037,54
3038,51
3039,30
3040,38
3041,22
3042,52
3043,42
3044,35
3045,46
3046,44
3047,25
3048,55
3049,27
3050,38
3051,28
3052,37
3053,63
3054,42
3055,35
3056,43
3057,19
3058,29
3059,68
3060,39
3061,58
3062,51
3063,49
3064,53
3065,32
3066,26
3067,34
3068,57
3069,48
3070,49
3071,37
3072,52
3073,63
3074,62
3075,55
3076,38
3077,46
3078,42
3079,73
3080,49
3081,46
3082,59
3083,78
3084,28
3085,34
3086,79
3087,54
3088,74
3089,47
3090,75
3091,57
3092,38
3093,37
3094,29
3095,71
3096,39
3097,80
3098,69
3099,30
3100,67
3101,38
3102,43
3103,41
3104,49
3105,29
3106,32
3107,26
3108,41
3109,58
3110,46
3111,43
3112,29
3113,42
3114,29
3115,81
3116,63
3117,53
3118,53
3119,48
3120,26
3121,59
3122,89
3123,61
3124,29
3125,62
3126,86
3127,32
3128,39
3129,27
3130,51
3131,76
3132,36
3133,55
3134,60
3135,46
3136,48
3137,35
3138,56
3139,64
3140,48
3141,33
3142,40
3143,51
3144,63
3145,38
3146,64
3147,51
3148,51
3149,29
3150,45
3151,35
3152,61
3153,33
3154,36
3155,72
3156,30
3157,37
3158,43
3159,56
3160,49
3161,33
3162,56
3163,92
3164,59
3165,31
3166,63
3167,55
3168,35
3169,56
3170,52
3171,51
3172,54
3173,29
3174,28
3175,41
3176,42
3177,42
3178,59
3179,39
3180,32
3181,46
3182,49
3183,33
3184,59
3185,35
3186,33
3187,47
3188,35
3189,74
3190,51
3191,25
3192,35
3193,64
3194,28
3195,48
3196,51
3197,51
3198,26
3199,74
3200,40
3201,38
3202,47
3203,35
3204,39
3205,47
3206,43
3207,56
3208,45
3209,65
3210,74
3211,29
3212,22
3213,24
3214,71
3215,34
3216,55
3217,64
3218,25
3219,48
3220,74
3221,55
3222,76
3223,34
3224,55
3225,30
3226,45
3227,90
3228,0
3229,43
3230,84
3231,46
3232,32
3233,55
3234,56
3235,29
3236,14
3237,22
3238,56
3239,35
3240,35
3241,32
3242,49
3243,73
3244,45
3245,72
3246,46
3247,21
3248,48
3249,47
3250,69
3251,42
3252,47
3253,64
3254,39
3255,36
3256,30
3257,64
3258,29
3259,58
3260,70
3261,67
3262,80
3263,54
3264,49
3265,79
3266,52
3267,48
3268,77
3269,52
3270,40
3271,76
3272,46
3273,39
3274,37
3275,39
3276,42
3277,84
3278,50
3279,27
3280,38
3281,27
3282,27
3283,43
3284,101
3285,45
3286,58
3287,47
3288,30
3289,38
3290,35
3291,47
3292,52
3293,66
3294,41
3295,65
3296,36
3297,37
3298,56
3299,32
3300,70
3301,82
3302,37
3303,45
3304,41
3305,36
3306,41
3307,31
3308,63
3309,60
3310,29
3311,40
3312,58
3313,42
3314,38
3315,35
3316,44
3317,63
3318,58
3319,43
3320,60
3321,68
3322,54
3323,31
3324,56
3325,63
3326,52
3327,80
3328,36
3329,50
3330,37
3331,63
3332,53
3333,51
3334,35
3335,39
3336,54
3337,49
3338,47
3339,42
3340,79
3341,45
3342,45
3343,33
3344,38
3345,46
3346,52
3347,38
3348,69
3349,39
3350,36
3351,29
3352,61
3353,38
3354,37
3355,33
3356,70
3357,31
3358,62
3359,55
3360,50
3361,24
3362,66
3363,27
3364,48
3365,77
3366,27
3367,59
3368,35
3369,59
3370,26
3371,53
3372,30
3373,32
3374,55
3375,86
3376,51
3377,82
3378,74
3379,62
3380,57
3381,40
3382,24
3383,52
3384,50
3385,76
3386,65
3387,61
3388,78
3389,79
3390,41
3391,60
3392,58
3393,38
3394,31
3395,55
3396,43
3397,54
3398,26
3399,15
3400,60
3401,21
3402,53
3403,81
3404,33
3405,68
3406,56
3407,44
3408,54
3409,49
3410,46
3411,51
3412,48
3413,35
3414,49
3415,38
3416,47
3417,49
3418,50
3419,52
3420,31
3421,49
3422,66
3423,65
3424,52
3425,30
3426,50
3427,55
3428,46
3429,61
3430,50
3431,45
3432,37
3433,42
3434,30
3435,26
3436,31
3437,37
3438,40
3439,31
3440,83
3441,77
3442,73
3443,68
3444,66
3445,72
3446,33
3447,46
3448,29
3449,57
3450,31
3451,33
3452,54
3453,79
3454,35
3455,26
3456,32
3457,49
3458,30
3459,60
3460,62
3461,44
3462,43
3463,47
3464,75
3465,33
3466,32
3467,77
3468,52
3469,45
3470,31
3471,59
3472,37
3473,55
3474,29
3475,26
3476,52
3477,35
3478,66
3479,39
3480,34
3481,50
3482,40
3483,54
3484,47
3485,29
3486,63
3487,54
3488,55
3489,36
3490,25
3491,59
3492,66
3493,73
3494,36
3495,58
3496,56
3497,30
3498,38
3499,44
3500,37
3501,75
3502,42
3503,27
3504,41
3505,24
3506,73
3507,28
3508,31
3509,38
3510,36
3511,27
3512,31
3513,46
3514,37
3515,55
3516,40
3517,84
3518,48
3519,38
3520,62
3521,58
3522,30
3523,28
3524,23
3525,26
3526,60
3527,27
3528,60
3529,59
3530,25
3531,45
3532,40
3533,1
3534,28
3535,49
3536,69
3537,36
3538,51
3539,30
3540,23
3541,50
3542,30
3543,50
3544,33
3545,67
3546,52
3547,28
3548,36
3549,29
3550,64
3551,37
3552,36
3553,33
3554,44
3555,35
3556,56
3557,53
3558,73
3559,32
3560,25
3561,60
3562,32
3563,39
3564,35
3565,55
3566,37
3567,39
3568,57
3569,44
3570,42
3571,53
3572,46
3573,43
3574,44
3575,68
3576,70
3577,63
3578,66
3579,47
3580,47
3581,28
3582,70
3583,77
3584,72
3585,0
3586,53
3587,40
3588,78
3589,53
3590,73
3591,70
3592,58
3593,44
3594,52
3595,45
3596,58
3597,52
3598,30
3599,24
3600,45
3601,28
3602,51
3603,46
3604,40
3605,44
3606,26
3607,42
3608,54
3609,49
3610,43
3611,52
3612,38
3613,23
3614,40
3615,69
3616,38
3617,54
3618,75
3619,38
3620,60
3621,44
3622,77
3623,48
3624,43
3625,41
3626,41
3627,41
3628,44
3629,51
3630,35
3631,43
3632,48
3633,46
3634,64
3635,34
3636,65
3637,71
3638,49
3639,32
3640,66
3641,42
3642,59
3643,30
3644,37
3645,51
3646,31
3647,50
3648,29
3649,50
3650,45
3651,35
3652,53
3653,36
3654,26
3655,52
3656,41
3657,41
3658,50
3659,70
3660,53
3661,78
3662,34
3663,58
3664,26
3665,30
3666,65
3667,34
3668,30
3669,38
3670,23
3671,35
3672,64
3673,51
3674,68
3675,35
3676,55
3677,47
3678,56
3679,25
3680,24
3681,52
3682,37
3683,49
3684,45
3685,57
3686,56
3687,53
3688,47
3689,36
3690,39
3691,28
3692,51
3693,41
3694,49
3695,32
3696,32
3697,47
3698,42
3699,37
3700,43
3701,42
3702,62
3703,29
3704,36
3705,32
3706,43
3707,43
3708,39
3709,51
3710,65
3711,30
3712,65
3713,37
3714,59
3715,47
3716,47
3717,64
3718,35
3719,42
3720,52
3721,50
3722,28
3723,49
3724,33
3725,61
3726,53
3727,35
3728,67
3729,37
3730,44
3731,56
3732,70
3733,28
3734,44
3735,29
3736,55
3737,39
3738,56
3739,44
3740,56
3741,80
3742,78
3743,73
3744,36
3745,55
3746,63
3747,66
3748,39
3749,57
3750,49
3751,62
3752,37
3753,43
3754,33
3755,58
3756,25
3757,63
3758,55
3759,47
3760,52
3761,55
3762,64
3763,62
3764,42
3765,31
3766,40
3767,41
3768,26
3769,70
3770,37
3771,50
3772,33
3773,59
3774,22
3775,60
3776,30
3777,69
3778,27
3779,41
3780,42
3781,55
3782,35
3783,57
3784,50
3785,40
3786,53
3787,50
3788,42
3789,70
3790,61
3791,52
3792,58
3793,27
3794,77
3795,30
3796,4
3797,53
3798,40
3799,41
3800,31
3801,31
3802,25
3803,38
3804,49
3805,50
3806,29
3807,36
3808,41
3809,80
3810,32
3811,52
3812,35
3813,21
3814,52
3815,41
3816,65
3817,35
3818,32
3819,68
3820,56
3821,35
3822,36
3823,51
3824,29
3825,32
3826,69
3827,34
3828,71
3829,54
3830,41
3831,55
3832,51
3833,24
3834,50
3835,31
3836,36
3837,30
3838,61
3839,42
3840,55
3841,46
3842,57
3843,32
3844,31
3845,35
3846,43
3847,62
3848,49
3849,35
3850,37
3851,38
3852,65
3853,57
3854,38
3855,78
3856,56
3857,33
3858,30
3859,40
3860,51
3861,44
3862,38
3863,50
3864,49
3865,42
3866,59
3867,34
3868,64
3869,58
3870,42
3871,24
3872,31
3873,24
3874,61
3875,52
3876,46
3877,67
3878,53
3879,41
3880,76
3881,52
3882,25
3883,50
3884,52
3885,53
3886,26
3887,45
3888,61
3889,23
3890,32
3891,1
3892,49
3893,48
3894,27
3895,39
3896,49
3897,42
3898,55
3899,24
3900,43
3901,32
3902,33
3903,49
3904,36
3905,8
3906,61
3907,36
3908,36
3909,65
3910,37
3911,50
3912,72
3913,41
3914,44
3915,62
3916,80
3917,44
3918,70
3919,58
3920,42
3921,57
3922,55
3923,35
3924,27
3925,66
3926,63
3927,52
3928,61
3929,39
3930,37
3931,30
3932,49
3933,56
3934,30
3935,21
3936,47
3937,33
3938,54
3939,52
3940,66
3941,42
3942,34
3943,46
3944,44
3945,61
3946,42
3947,74
3948,71
3949,26
3950,51
3951,42
3952,50
3953,79
3954,53
3955,21
3956,29
3957,72
3958,48
3959,35
3960,75
3961,48
3962,47
3963,78
3964,61
3965,38
3966,40
3967,37
3968,46
3969,38
3970,46
3971,27
3972,39
3973,49
3974,78
3975,28
3976,30
3977,31
3978,62
3979,59
3980,38
3981,60
3982,38
3983,25
3984,31
3985,52
3986,52
3987,60
3988,66
3989,41
3990,84
3991,95
3992,84
3993,27
3994,48
3995,38
3996,25
3997,70
3998,30
3999,70
4000,46
4001,35
4002,66
4003,52
4004,72
4005,80
4006,54
4007,63
4008,39
4009,38
4010,2
4011,54
4012,35
4013,52
4014,51
4015,42
4016,38
4017,44
4018,61
4019,36
4020,33
4021,24
4022,68
4023,54
4024,34
4025,38
4026,48
4027,41
4028,47
4029,32
4030,39
4031,56
4032,56
4033,48
4034,53
4035,78
4036,32
4037,29
4038,44
4039,30
4040,26
4041,70
4042,39
4043,24
4044,0
4045,72
4046,36
4047,37
4048,39
4049,28
4050,46
4051,49
4052,28
4053,63
4054,49
4055,41
4056,30
4057,50
4058,66
4059,29
4060,30
4061,43
4062,1
4063,64
4064,48
4065,55
4066,37
4067,43
4068,78
4069,37
4070,41
4071,49
4072,42
4073,41
4074,33
4075,47
4076,65
4077,42
4078,29
4079,43
4080,37
4081,31
4082,50
4083,50
4084,80
4085,35
4086,65
4087,65
4088,25
4089,60
4090,74
4091,71
4092,64
4093,53
4094,36
4095,87
4096,41
4097,38
4098,31
4099,42
4100,32
4101,38
4102,28
4103,41
4104,22
4105,54
4106,56
4107,74
4108,54
4109,35
4110,32
4111,7
4112,36
4113,60
4114,48
4115,25
4116,47
4117,66
4118,35
4119,44
4120,27
4121,61
4122,54
4123,54
4124,32
4125,57
4126,63
4127,51
4128,46
4129,30
4130,53
4131,56
4132,72
4133,24
4134,24
4135,70
4136,33
4137,35
4138,39
4139,52
4140,37
4141,48
4142,21
4143,53
4144,39
4145,40
4146,29
4147,37
4148,51
4149,42
4150,43
4151,31
4152,62
4153,39
4154,26
4155,61
4156,50
4157,68
4158,60
4159,51
4160,28
4161,69
4162,41
4163,49
4164,44
4165,11
4166,40
4167,45
4168,40
4169,33
4170,43
4171,49
4172,57
4173,49
4174,74
4175,34
4176,43
4177,42
4178,72
4179,41
4180,32
4181,61
4182,13
4183,64
4184,65
4185,57
4186,48
4187,46
4188,59
4189,43
4190,55
4191,49
4192,40
4193,41
4194,34
4195,49
4196,54
4197,50
4198,38
4199,59
4200,21
4201,12
4202,27
4203,73
4204,85
4205,43
4206,62
4207,36
4208,32
4209,41
4210,37
4211,58
4212,63
4213,46
4214,43
4215,40
4216,33
4217,30
4218,53
4219,50
4220,16
4221,28
4222,59
4223,45
4224,62
4225,60
4226,45
4227,38
4228,50
4229,35
4230,64
4231,61
4232,36
4233,48
4234,29
4235,58
4236,33
4237,38
4238,67
4239,51
4240,54
4241,46
4242,62
4243,23
4244,69
4245,37
4246,47
4247,40
4248,41
4249,56
4250,76
4251,49
4252,52
4253,44
4254,56
4255,24
4256,77
4257,26
4258,52
4259,55
4260,41
4261,24
4262,40
4263,58
4264,75
4265,69
4266,69
4267,35
4268,41
4269,74
4270,33
4271,59
4272,76
4273,70
4274,62
4275,34
4276,50
4277,50
4278,42
4279,34
4280,51
4281,25
4282,59
4283,52
4284,58
4285,30
4286,59
4287,22
4288,51
4289,50
4290,36
4291,49
4292,56
4293,48
4294,42
4295,42
4296,63
4297,45
4298,35
4299,84
4300,41
4301,48
4302,33
4303,63
4304,44
4305,54
4306,63
4307,60
4308,33
4309,53
4310,26
4311,29
4312,30
4313,48
4314,32
4315,52
4316,56
4317,44
4318,33
4319,34
4320,23
4321,54
4322,48
4323,59
4324,21
4325,35
4326,39
4327,28
4328,29
4329,95
4330,49
4331,47
4332,39
4333,41
4334,49
4335,29
4336,58
4337,1
4338,35
4339,40
4340,67
4341,34
4342,65
4343,31
4344,40
4345,61
4346,40
4347,40
4348,52
4349,28
4350,58
4351,25
4352,57
4353,39
4354,40
4355,70
4356,79
4357,32
4358,33
4359,46
4360,90
4361,61
4362,43
4363,46
4364,37
4365,50
4366,44
4367,54
4368,51
4369,60
4370,41
4371,41
4372,38
4373,60
4374,81
4375,68
4376,61
4377,33
4378,31
4379,26
4380,60
4381,24
4382,59
4383,48
4384,57
4385,58
4386,42
4387,61
4388,40
4389,63
4390,51
4391,27
4392,43
4393,43
4394,82
4395,38
4396,29
4397,35
4398,39
4399,32
4400,43
4401,26
4402,41
4403,11
4404,35
4405,59
4406,42
4407,50
4408,52
4409,68
4410,74
4411,61
4412,39
4413,41
4414,28
4415,53
4416,17
4417,56
4418,41
4419,45
4420,56
4421,34
4422,33
4423,67
4424,43
4425,88
4426,49
4427,56
4428,53
4429,24
4430,33
4431,40
4432,40
4433,53
4434,60
4435,66
4436,51
4437,36
4438,50
4439,78
4440,40
4441,47
4442,29
4443,58
4444,57
4445,35
4446,23
4447,43
4448,69
4449,46
4450,33
4451,52
4452,30
4453,34
4454,29
4455,70
4456,52
4457,52
4458,58
4459,77
4460,26
4461,34
4462,50
4463,46
4464,38
4465,34
4466,29
4467,62
4468,67
4469,86
4470,28
4471,46
4472,45
4473,32
4474,40
4475,19
4476,50
4477,88
4478,46
4479,39
4480,31
4481,32
4482,72
4483,51
4484,82
4485,25
4486,28
4487,45
4488,38
4489,37
4490,60
4491,47
4492,46
4493,62
4494,54
4495,29
4496,44
4497,43
4498,50
4499,75
4500,52
4501,46
4502,36
4503,40
4504,63
4505,38
4506,43
4507,35
4508,52
4509,35
4510,77
4511,27
4512,30
4513,23
4514,48
4515,27
4516,50
4517,29
4518,33
4519,36
4520,33
4521,65
4522,77
4523,71
4524,40
4525,87
4526,19
4527,43
4528,43
4529,29
4530,46
4531,61
4532,40
4533,49
4534,39
4535,38
4536,46
4537,29
4538,24
4539,33
4540,56
4541,36
4542,0
4543,69
4544,79
4545,15
4546,53
4547,28
4548,45
4549,32
4550,28
4551,23
4552,22
4553,80
4554,49
4555,45
4556,33
4557,19
4558,41
4559,50
4560,52
4561,61
4562,29
4563,55
4564,51
4565,39
4566,37
4567,34
4568,31
4569,58
4570,30
4571,30
4572,41
4573,41
4574,36
4575,46
4576,34
4577,49
4578,79
4579,64
4580,33
4581,60
4582,29
4583,61
4584,61
4585,42
4586,38
4587,43
4588,41
4589,63
4590,82
4591,44
4592,47
4593,85
4594,75
4595,45
4596,63
4597,60
4598,32
4599,35
4600,33
4601,65
4602,58
4603,38
4604,40
4605,52
4606,70
4607,49
4608,43
4609,20
4610,61
4611,31
4612,62
4613,31
4614,36
4615,41
4616,49
4617,50
4618,38
4619,26
4620,28
4621,33
4622,35
4623,36
4624,46
4625,46
4626,31
4627,69
4628,35
4629,69
4630,32
4631,72
4632,22
4633,55
4634,83
4635,20
4636,48
4637,63
4638,48
4639,36
4640,42
4641,39
4642,39
4643,51
4644,44
4645,56
4646,26
4647,70
4648,71
4649,27
4650,46
4651,58
4652,67
4653,79
4654,58
4655,54
4656,38
4657,60
4658,30
4659,74
4660,73
4661,53
4662,57
4663,33
4664,39
4665,73
4666,38
4667,30
4668,49
4669,41
4670,38
4671,60
4672,54
4673,26
4674,25
4675,71
4676,70
4677,45
4678,36
4679,44
4680,34
4681,36
4682,56
4683,33
4684,34
4685,36
4686,73
4687,65
4688,75
4689,52
4690,22
4691,45
4692,43
4693,45
4694,46
4695,73
4696,67
4697,35
4698,42
4699,50
4700,25
4701,39
4702,60
4703,39
4704,58
4705,36
4706,50
4707,56
4708,45
4709,38
4710,55
4711,41
4712,39
4713,35
4714,36
4715,57
4716,33
4717,38
4718,59
4719,32
4720,54
4721,41
4722,19
4723,38
4724,37
4725,31
4726,35
4727,30
4728,31
4729,32
4730,52
4731,62
4732,46
4733,35
4734,71
4735,24
4736,70
4737,37
4738,36
4739,33
4740,27
4741,74
4742,37
4743,59
4744,32
4745,24
4746,68
4747,59
4748,28
4749,34
4750,29
4751,49
4752,24
4753,51
4754,32
4755,43
4756,32
4757,52
4758,42
4759,50
4760,20
4761,0
4762,41
4763,39
4764,41
4765,57
4766,44
4767,47
4768,31
4769,57
4770,24
4771,52
4772,50
4773,33
4774,72
4775,57
4776,70
4777,23
4778,57
4779,31
4780,35
4781,27
4782,71
4783,26
4784,53
4785,50
4786,63
4787,30
4788,43
4789,39
4790,44
4791,61
4792,64
4793,45
4794,35
4795,76
4796,68
4797,64
4798,28
4799,68
4800,33
4801,69
4802,36
4803,37
4804,38
4805,29
4806,35
4807,44
4808,54
4809,57
4810,33
4811,39
4812,33
4813,60
4814,70
4815,58
4816,35
4817,67
4818,67
4819,39
4820,45
4821,26
4822,36
4823,49
4824,15
4825,38
4826,82
4827,52
4828,36
4829,32
4830,47
4831,42
4832,52
4833,41
4834,35
4835,72
4836,0
4837,49
4838,38
4839,65
4840,49
4841,43
4842,57
4843,49
4844,48
4845,67
4846,49
4847,37
4848,30
4849,63
4850,30
4851,26
4852,48
4853,50
4854,20
4855,28
4856,48
4857,57
4858,37
4859,36
4860,56
4861,57
4862,32
4863,52
4864,42
4865,12
4866,41
4867,27
4868,62
4869,44
4870,29
4871,49
4872,36
4873,31
4874,48
4875,28
4876,89
4877,41
4878,35
4879,47
4880,31
4881,37
4882,55
4883,26
4884,58
4885,43
4886,55
4887,39
4888,37
4889,44
4890,43
4891,37
4892,48
4893,42
4894,37
4895,38
4896,37
4897,63
4898,42
4899,49
4900,30
4901,79
4902,47
4903,40
4904,71
4905,57
4906,22
4907,45
4908,67
4909,72
4910,48
4911,35
4912,45
4913,62
4914,51
4915,34
4916,61
4917,44
4918,90
4919,50
4920,55
4921,50
4922,41
4923,32
4924,24
4925,58
4926,26
4927,33
4928,34
4929,54
4930,38
4931,30
4932,39
4933,58
4934,32
4935,28
4936,34
4937,28
4938,79
4939,26
4940,79
4941,51
4942,66
4943,56
4944,25
4945,52
4946,44
4947,68
4948,69
4949,25
4950,49
4951,53
4952,38
4953,55
4954,36
4955,13
4956,38
4957,30
4958,21
4959,21
4960,27
4961,40
4962,35
4963,48
4964,37
4965,44
4966,27
4967,39
4968,41
4969,60
4970,58
4971,46
4972,30
4973,69
4974,68
4975,33
4976,66
4977,42
4978,33
4979,15
4980,32
4981,83
4982,88
4983,42
4984,37
4985,24
4986,72
4987,51
4988,46
4989,60
4990,4
4991,59
4992,58
4993,37
4994,68
4995,82
4996,28
4997,44
4998,61
4999,33
5000,39
5001,53
5002,34
5003,66
5004,28
5005,40
5006,31
5007,59
5008,70
5009,45
5010,29
5011,32
5012,48
5013,48
5014,51
5015,47
5016,25
5017,43
5018,40
5019,33
5020,30
5021,56
5022,32
5023,88
5024,28
5025,28
5026,35
5027,38
5028,66
5029,63
5030,79
5031,49
5032,31
5033,61
5034,51
5035,65
5036,32
5037,58
5038,68
5039,33
5040,38
5041,69
5042,43
5043,46
5044,54
5045,38
5046,34
5047,63
5048,49
5049,42
5050,39
5051,58
5052,72
5053,29
5054,39
5055,29
5056,31
5057,58
5058,44
5059,73
5060,71
5061,53
5062,45
5063,57
5064,48
5065,26
5066,46
5067,68
5068,56
5069,55
5070,45
5071,44
5072,48
5073,16
5074,39
5075,35
5076,55
5077,70
5078,96
5079,31
5080,55
5081,40
5082,53
5083,67
5084,47
5085,29
5086,43
5087,44
5088,35
5089,49
5090,57
5091,28
5092,30
5093,17
5094,74
5095,22
5096,42
5097,27
5098,38
5099,52
5100,53
5101,26
5102,48
5103,55
5104,28
5105,24
5106,35
5107,31
5108,49
5109,48
5110,40
5111,28
5112,76
5113,72
5114,60
5115,48
5116,26
5117,32
5118,52
5119,30
5120,79
5121,30
5122,55
5123,48
5124,34
5125,30
5126,67
5127,26
5128,57
5129,29
5130,47
5131,47
5132,43
5133,46
5134,54
5135,47
5136,48
5137,61
5138,58
5139,62
5140,43
5141,31
5142,77
5143,38
5144,56
5145,41
5146,50
5147,51
5148,32
5149,26
5150,21
5151,45
5152,48
5153,37
5154,58
5155,43
5156,41
5157,30
5158,55
5159,67
5160,73
5161,41
5162,48
5163,33
5164,70
5165,48
5166,42
5167,39
5168,54
5169,52
5170,53
5171,71
5172,42
5173,27
5174,33
5175,78
5176,59
5177,31
5178,30
5179,45
5180,51
5181,34
5182,81
5183,31
5184,27
5185,27
5186,65
5187,76
5188,23
5189,43
5190,50
5191,39
5192,29
5193,50
5194,44
5195,46
5196,59
5197,55
5198,25
5199,58
5200,54
5201,30
5202,29
5203,41
5204,45
5205,56
5206,42
5207,41
5208,30
5209,65
5210,67
5211,25
5212,15
5213,78
5214,62
5215,72
5216,66
5217,67
5218,35
5219,40
5220,31
5221,25
5222,55
5223,75
5224,29
5225,81
5226,20
5227,31
5228,29
5229,39
5230,31
5231,55
5232,39
5233,51
5234,45
5235,51
5236,42
5237,47
5238,24
5239,49
5240,43
5241,47
5242,63
5243,66
5244,40
5245,69
5246,69
5247,55
5248,59
5249,58
5250,61
5251,36
5252,68
5253,73
5254,34
5255,51
5256,34
5257,48
5258,47
5259,57
5260,46
5261,32
5262,32
5263,30
5264,51
5265,24
5266,32
5267,39
5268,58
5269,58
5270,29
5271,52
5272,44
5273,35
5274,57
5275,42
5276,57
5277,51
5278,67
5279,52
5280,34
5281,34
5282,55
5283,61
5284,55
5285,47
5286,63
5287,87
5288,45
5289,61
5290,47
5291,56
5292,31
5293,38
5294,29
5295,31
5296,58
5297,59
5298,54
5299,26
5300,65
5301,70
5302,45
5303,23
5304,18
5305,49
5306,31
5307,41
5308,59
5309,16
5310,68
5311,62
5312,50
5313,48
5314,49
5315,47
5316,50
5317,29
5318,67
5319,32
5320,61
5321,44
5322,36
5323,44
5324,47
5325,62
5326,45
5327,51
5328,36
5329,33
5330,24
5331,47
5332,51
5333,56
5334,30
5335,25
5336,46
5337,51
5338,32
5339,58
5340,43
5341,49
5342,26
5343,31
5344,57
5345,39
5346,65
5347,1
5348,39
5349,47
5350,33
5351,48
5352,47
5353,55
5354,69
5355,63
5356,24
5357,29
5358,25
5359,49
5360,69
5361,51
5362,33
5363,41
5364,57
5365,52
5366,41
5367,28
5368,48
5369,45
5370,44
5371,39
5372,23
5373,60
5374,31
5375,48
5376,35
5377,22
5378,37
5379,67
5380,74
5381,54
5382,32
5383,56
5384,42
5385,34
5386,33
5387,44
5388,54
5389,70
5390,40
5391,49
5392,32
5393,80
5394,35
5395,53
5396,71
5397,50
5398,11
5399,71
5400,33
5401,54
5402,68
5403,47
5404,80
5405,48
5406,33
5407,46
5408,39
5409,40
5410,35
5411,40
5412,33
5413,41
5414,46
5415,41
5416,55
5417,31
5418,29
5419,62
5420,40
5421,24
5422,45
5423,61
5424,28
5425,34
5426,36
5427,59
5428,31
5429,61
5430,54
5431,48
5432,57
5433,50
5434,31
5435,38
5436,45
5437,35
5438,36
5439,36
5440,18
5441,46
5442,44
5443,59
5444,35
5445,52
5446,51
5447,35
5448,38
5449,53
5450,30
5451,63
5452,63
5453,58
5454,19
5455,72
5456,34
5457,57
5458,53
5459,59
5460,35
5461,57
5462,43
5463,54
5464,32
5465,51
5466,41
5467,61
5468,64
5469,40
5470,40
5471,32
5472,27
5473,48
5474,34
5475,65
5476,56
5477,36
5478,33
5479,44
5480,37
5481,55
5482,51
5483,34
5484,82
5485,29
5486,38
5487,31
5488,56
5489,35
5490,57
5491,38
5492,78
5493,28
5494,25
5495,43
5496,38
5497,40
5498,15
5499,51
5500,69
5501,75
5502,81
5503,42
5504,36
5505,32
5506,29
5507,25
5508,24
5509,53
5510,41
5511,49
5512,82
5513,71
5514,28
5515,65
5516,61
5517,74
5518,58
5519,54
5520,48
5521,45
5522,65
5523,64
5524,58
5525,47
5526,69
5527,87
5528,38
5529,48
5530,57
5531,70
5532,25
5533,13
5534,22
5535,63
5536,44
5537,45
5538,39
5539,38
5540,67
5541,43
5542,72
5543,37
5544,45
5545,40
5546,53
5547,36
5548,59
5549,59
5550,58
5551,48
5552,31
5553,55
5554,40
5555,73
5556,53
5557,44
5558,38
5559,34
5560,64
5561,33
5562,75
5563,52
5564,77
5565,60
5566,57
5567,38
5568,21
5569,65
5570,36
5571,37
5572,59
5573,53
5574,47
5575,85
5576,78
5577,64
5578,60
5579,46
5580,75
5581,67
5582,45
5583,65
5584,62
5585,42
5586,48
5587,52
5588,49
5589,52
5590,35
5591,38
5592,21
5593,40
5594,33
5595,42
5596,31
5597,60
5598,73
5599,48
5600,39
5601,24
5602,51
5603,53
5604,62
5605,34
5606,40
5607,45
5608,48
5609,37
5610,68
5611,54
5612,6
5613,60
5614,26
5615,75
5616,1
5617,64
5618,37
5619,54
5620,34
5621,43
5622,32
5623,24
5624,43
5625,52
5626,46
5627,35
5628,38
5629,58
5630,44
5631,68
5632,79
5633,67
5634,30
5635,23
5636,30
5637,43
5638,31
5639,52
5640,32
5641,58
5642,30
5643,37
5644,52
5645,46
5646,46
5647,48
5648,56
5649,27
5650,33
5651,39
5652,60
5653,24
5654,21
5655,75
5656,67
5657,63
5658,31
5659,43
5660,36
5661,52
5662,60
5663,52
5664,41
5665,22
5666,43
5667,55
5668,78
5669,56
5670,50
5671,37
5672,61
5673,32
5674,35
5675,63
5676,23
5677,36
5678,46
5679,31
5680,36
5681,49
5682,37
5683,33
5684,38
5685,49
5686,44
5687,24
5688,48
5689,68
5690,46
5691,49
5692,38
5693,44
5694,35
5695,51
5696,46
5697,47
5698,35
5699,51
5700,40
5701,52
5702,46
5703,37
5704,54
5705,75
5706,56
5707,51
5708,45
5709,40
5710,39
5711,69
5712,56
5713,36
5714,28
5715,51
5716,64
5717,75
5718,31
5719,34
5720,34
5721,53
5722,31
5723,24
5724,56
5725,21
5726,48
5727,32
5728,46
5729,32
5730,53
5731,48
5732,9
5733,38
5734,27
5735,56
5736,44
5737,53
5738,45
5739,35
5740,58
5741,50
5742,35
5743,46
5744,71
5745,38
5746,25
5747,37
5748,40
5749,65
5750,48
5751,10
5752,64
5753,44
5754,52
5755,27
5756,30
5757,32
5758,39
5759,36
5760,59
5761,44
5762,34
5763,34
5764,63
5765,36
5766,34
5767,73
